	0	1	2	3	4	5
0	0.0	0.0	0.0	0.0	0.0	0.0
1	8.613264427217915e-05	8.415889198807348e-05	7.3620453100425e-05	8.499271491015056e-05	4.549945400655192e-05	7.07804249656715e-05
2	0.0	0.0	0.0	0.0	0.0	0.0
3	0.04467634002517724	0.044363758776570165	0.04506241006592377	0.04507042253521126	0.04682543809474286	0.04473322857830438
4	0.0	0.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0	0.0
6	0.011024978466838932	0.009984851399442147	0.008359267811130073	0.009792374939290917	0.010003379959440487	0.008649367930805056
7	1.3251176041873716e-05	1.2022698855439069e-05	0.0	0.0	0.0	7.078042496567149e-06
8	0.0	0.0	0.0	6.070908207867897e-06	6.499922000935989e-06	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0
10	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0002849002849002849	0.00037270366451861114	0.00040156610782049993	0.0003217581350169985	0.00035749571005147936	0.00033266799733865603
13	0.0	0.0	0.0	0.0	0.0	0.0
14	0.033392963625521764	0.03341709146869289	0.03429374560787069	0.03301966974259349	0.0347680827830066	0.035163715122945596
15	4.6379116146558006e-05	3.6068096566317206e-05	3.3463842318375e-05	5.463817387081107e-05	3.249961000467994e-05	4.954629747597005e-05
16	0.0003445305770887166	0.000348658266807733	0.00036140949703844993	0.0003642544924720738	0.0002794966460402475	0.00036098016732492464
17	0.0666732922546876	0.06601062806578821	0.07457751899073052	0.06607576493443419	0.07292912485050179	0.0717925850426806
18	6.625588020936858e-06	0.0	6.692768463674999e-06	6.070908207867897e-06	6.499922000935989e-06	1.4156084993134299e-05
19	0.00015238852448154773	0.00015629508512070788	0.00016062644312819996	0.00022462360369111218	0.0001234985180177838	0.00021941931739358163
20	0.029702511097859936	0.03468548619794171	0.022655021249539872	0.027379796017484213	0.03282460610472674	0.02264265794651831
21	0.007394156231365533	0.007063335577570453	0.006659304621356624	0.007552209810587664	0.00789090530913629	0.006830311009187299
22	0.0	0.0	0.0	0.0	0.0	0.0
23	0.0	0.0	0.0	0.0	0.0	0.0
24	0.0	0.0	0.0	0.0	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
29	0.0	0.0	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.0
32	6.625588020936858e-06	0.0	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0
35	0.0	0.0	0.0	0.0	0.0	0.0
36	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0
